animal_type,category,suburb,area,date_range,city
Dog,Noise,Heatley,Division 7,2020-06-01,Townsville
Dog,Wandering,Heatley,Division 7,2020-06-01,Townsville
Dog,Wandering,Heatley,Division 7,2020-06-01,Townsville
Dog,Wandering,Heatley,Division 7,2020-06-01,Townsville
Dog,Wandering,Heatley,Division 7,2020-06-01,Townsville
Dog,Wandering,Heatley,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Kirwan,Division 7,2020-06-01,Townsville
Dog,Attack,Kirwan,Division 7,2020-06-01,Townsville
Dog,Attack,Kirwan,Division 7,2020-06-01,Townsville
Cat,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Enclosure,Kirwan,Division 7,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 7,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 7,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 7,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 7,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 7,2020-06-01,Townsville
Dog,Noise,Kirwan,Division 7,2020-06-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Cat,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Private Impound,Kirwan,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Enclosure,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Enclosure,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Noise,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Noise,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Noise,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Noise,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Noise,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Private Impound,Mount Louisa,Division 7,2020-06-01,Townsville
Dog,Aggressive Animal,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Attack,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Enclosure,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Enclosure,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Noise,Aitkenvale,Division 8,2020-06-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2020-06-01,Townsville
Cat,Private Impound,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Wandering,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Wandering,Aitkenvale,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Cranbrook,Division 8,2020-06-01,Townsville
Cat,Enclosure,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Enclosure,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Noise,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Noise,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Noise,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Noise,Cranbrook,Division 8,2020-06-01,Townsville
Dog,Enclosure,Currajong,Division 8,2020-06-01,Townsville
Dog,Noise,Currajong,Division 8,2020-06-01,Townsville
Cat,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Cat,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Cat,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Cat,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Dog,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Dog,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Dog,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Dog,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Dog,Private Impound,Currajong,Division 8,2020-06-01,Townsville
Dog,Attack,Gulliver,Division 8,2020-06-01,Townsville
Cat,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Enclosure,Gulliver,Division 8,2020-06-01,Townsville
Dog,Noise,Gulliver,Division 8,2020-06-01,Townsville
Dog,Noise,Gulliver,Division 8,2020-06-01,Townsville
Dog,Private Impound,Gulliver,Division 8,2020-06-01,Townsville
Dog,Attack,Mundingburra,Division 8,2020-06-01,Townsville
Dog,Enclosure,Mundingburra,Division 8,2020-06-01,Townsville
Dog,Noise,Mundingburra,Division 8,2020-06-01,Townsville
Dog,Private Impound,Mundingburra,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Vincent,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Vincent,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Vincent,Division 8,2020-06-01,Townsville
Dog,Aggressive Animal,Vincent,Division 8,2020-06-01,Townsville
Dog,Attack,Vincent,Division 8,2020-06-01,Townsville
Dog,Attack,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Enclosure,Vincent,Division 8,2020-06-01,Townsville
Dog,Noise,Vincent,Division 8,2020-06-01,Townsville
Dog,Noise,Vincent,Division 8,2020-06-01,Townsville
Dog,Noise,Vincent,Division 8,2020-06-01,Townsville
Dog,Private Impound,Vincent,Division 8,2020-06-01,Townsville
Dog,Private Impound,Vincent,Division 8,2020-06-01,Townsville
Dog,Wandering,Vincent,Division 8,2020-06-01,Townsville
Dog,Wandering,Vincent,Division 8,2020-06-01,Townsville
Dog,Wandering,Vincent,Division 8,2020-06-01,Townsville
Dog,Wandering,Currajong,Division 9,2020-06-01,Townsville
Dog,Aggressive Animal,Hermit Park,Division 9,2020-06-01,Townsville
Cat,Enclosure,Hermit Park,Division 9,2020-06-01,Townsville
Dog,Enclosure,Hermit Park,Division 9,2020-06-01,Townsville
Dog,Enclosure,Hermit Park,Division 9,2020-06-01,Townsville
Dog,Noise,Hermit Park,Division 9,2020-06-01,Townsville
Dog,Noise,Hermit Park,Division 9,2020-06-01,Townsville
Dog,Wandering,Hermit Park,Division 9,2020-06-01,Townsville
Dog,Aggressive Animal,Hyde Park,Division 9,2020-06-01,Townsville
Dog,Attack,Hyde Park,Division 9,2020-06-01,Townsville
Cat,Private Impound,Hyde Park,Division 9,2020-06-01,Townsville
Cat,Private Impound,Hyde Park,Division 9,2020-06-01,Townsville
Cat,Private Impound,Hyde Park,Division 9,2020-06-01,Townsville
Dog,Private Impound,Hyde Park,Division 9,2020-06-01,Townsville
Dog,Aggressive Animal,Mundingburra,Division 9,2020-06-01,Townsville
Dog,Aggressive Animal,Mundingburra,Division 9,2020-06-01,Townsville
Dog,Enclosure,Mundingburra,Division 9,2020-06-01,Townsville
Dog,Wandering,Mundingburra,Division 9,2020-06-01,Townsville
Cat,Private Impound,Mysterton,Division 9,2020-06-01,Townsville
Dog,Private Impound,Mysterton,Division 9,2020-06-01,Townsville
Dog,Private Impound,Mysterton,Division 9,2020-06-01,Townsville
Dog,Noise,Pimlico,Division 9,2020-06-01,Townsville
Dog,Noise,Pimlico,Division 9,2020-06-01,Townsville
Dog,Noise,Pimlico,Division 9,2020-06-01,Townsville
Dog,Noise,Pimlico,Division 9,2020-06-01,Townsville
Dog,Aggressive Animal,Railway Estate,Division 9,2020-06-01,Townsville
Dog,Enclosure,Railway Estate,Division 9,2020-06-01,Townsville
Cat,Private Impound,Railway Estate,Division 9,2020-06-01,Townsville
Cat,Private Impound,Railway Estate,Division 9,2020-06-01,Townsville
Dog,Private Impound,Railway Estate,Division 9,2020-06-01,Townsville
Dog,Wandering,Railway Estate,Division 9,2020-06-01,Townsville
Dog,Enclosure,Rosslea,Division 9,2020-06-01,Townsville
Dog,Noise,Rosslea,Division 9,2020-06-01,Townsville
Dog,Private Impound,Rosslea,Division 9,2020-06-01,Townsville
Cat,Private Impound,Townsville City,Division 9,2020-06-01,Townsville
Dog,Private Impound,Townsville City,Division 9,2020-06-01,Townsville
Cat,Enclosure,West End,Division 9,2020-06-01,Townsville
Dog,Enclosure,West End,Division 9,2020-06-01,Townsville
Dog,Noise,West End,Division 9,2020-06-01,Townsville
Dog,Noise,West End,Division 9,2020-06-01,Townsville
Dog,Noise,West End,Division 9,2020-06-01,Townsville
Dog,Private Impound,West End,Division 9,2020-06-01,Townsville
Dog,Wandering,West End,Division 9,2020-06-01,Townsville
Dog,Wandering,West End,Division 9,2020-06-01,Townsville
Dog,Aggressive Animal,Condon,Division 4,2020-06-01,Townsville
Dog,Wandering,Condon,Division 4,2020-06-01,Townsville
Dog,Wandering,Condon,Division 4,2020-06-01,Townsville
Dog,Wandering,Cranbrook,Division 7,2020-06-01,Townsville
Dog,Wandering,Cranbrook,Division 7,2020-06-01,Townsville
Dog,Attack,Kirwan,Division 5,2020-06-01,Townsville
Dog,Wandering,Kirwan,Division 5,2020-06-01,Townsville
Dog,Wandering,Kirwan,Division 5,2020-06-01,Townsville
Dog,Wandering,Kirwan,Division 5,2020-06-01,Townsville
Dog,Aggressive Animal,Mount Louisa,Division 1,2020-06-01,Townsville
Dog,Wandering,Railway Estate,Division 10,2020-06-01,Townsville
Dog,Wandering,Townsville City,Division 3,2020-06-01,Townsville
Dog,Attack,Unallocated,Unallocated,2020-06-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2020-06-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2020-06-01,Townsville
Dog,Wandering,Unallocated,Unallocated,2020-06-01,Townsville
Dog,Aggressive Animal,Alice River,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Alice River,Division 1,2020-05-01,Townsville
Dog,Attack,Alice River,Division 1,2020-05-01,Townsville
Dog,Enclosure,Alice River,Division 1,2020-05-01,Townsville
Dog,Enclosure,Alice River,Division 1,2020-05-01,Townsville
Dog,Noise,Alice River,Division 1,2020-05-01,Townsville
Dog,Wandering,Alice River,Division 1,2020-05-01,Townsville
Dog,Attack,Balgal Beach,Division 1,2020-05-01,Townsville
Dog,Attack,Balgal Beach,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Black River,Division 1,2020-05-01,Townsville
Dog,Noise,Black River,Division 1,2020-05-01,Townsville
Dog,Wandering,Bluewater,Division 1,2020-05-01,Townsville
Cat,Private Impound,Bluewater Park,Division 1,2020-05-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2020-05-01,Townsville
Dog,Noise,Bohle Plains,Division 1,2020-05-01,Townsville
Cat,Private Impound,Bohle Plains,Division 1,2020-05-01,Townsville
Cat,Private Impound,Bohle Plains,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Deeragun,Division 1,2020-05-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-05-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-05-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-05-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-05-01,Townsville
Dog,Enclosure,Deeragun,Division 1,2020-05-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-05-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-05-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-05-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-05-01,Townsville
Dog,Noise,Deeragun,Division 1,2020-05-01,Townsville
Cat,Private Impound,Deeragun,Division 1,2020-05-01,Townsville
Cat,Private Impound,Deeragun,Division 1,2020-05-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-05-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-05-01,Townsville
Dog,Private Impound,Deeragun,Division 1,2020-05-01,Townsville
Dog,Wandering,Deeragun,Division 1,2020-05-01,Townsville
Dog,Wandering,Deeragun,Division 1,2020-05-01,Townsville
Dog,Wandering,Deeragun,Division 1,2020-05-01,Townsville
Dog,Wandering,Deeragun,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Jensen,Division 1,2020-05-01,Townsville
Dog,Attack,Jensen,Division 1,2020-05-01,Townsville
Dog,Enclosure,Jensen,Division 1,2020-05-01,Townsville
Dog,Enclosure,Jensen,Division 1,2020-05-01,Townsville
Dog,Private Impound,Jensen,Division 1,2020-05-01,Townsville
Dog,Attack,Rangewood,Division 1,2020-05-01,Townsville
Dog,Noise,Shaw,Division 1,2020-05-01,Townsville
Dog,Noise,Shaw,Division 1,2020-05-01,Townsville
Dog,Attack,Toolakea,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Yabulu,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Yabulu,Division 1,2020-05-01,Townsville
Dog,Attack,Yabulu,Division 1,2020-05-01,Townsville
Dog,Enclosure,Yabulu,Division 1,2020-05-01,Townsville
Dog,Wandering,Yabulu,Division 1,2020-05-01,Townsville
Dog,Wandering,Yabulu,Division 1,2020-05-01,Townsville
Dog,Aggressive Animal,Alligator Creek,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Alligator Creek,Division 10,2020-05-01,Townsville
Dog,Attack,Alligator Creek,Division 10,2020-05-01,Townsville
Dog,Enclosure,Alligator Creek,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Cluden,Division 10,2020-05-01,Townsville
Dog,Enclosure,Cluden,Division 10,2020-05-01,Townsville
Dog,Noise,Cluden,Division 10,2020-05-01,Townsville
Dog,Private Impound,Cluden,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Idalia,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Idalia,Division 10,2020-05-01,Townsville
Dog,Enclosure,Idalia,Division 10,2020-05-01,Townsville
Dog,Noise,Idalia,Division 10,2020-05-01,Townsville
Dog,Noise,Idalia,Division 10,2020-05-01,Townsville
Cat,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Cat,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Cat,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Cat,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Cat,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Dog,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Dog,Private Impound,Idalia,Division 10,2020-05-01,Townsville
Dog,Wandering,Idalia,Division 10,2020-05-01,Townsville
Dog,Wandering,Idalia,Division 10,2020-05-01,Townsville
Dog,Attack,Nome,Division 10,2020-05-01,Townsville
Dog,Attack,Nome,Division 10,2020-05-01,Townsville
Dog,Wandering,Oak Valley,Division 10,2020-05-01,Townsville
Dog,Attack,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Attack,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Enclosure,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Enclosure,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Noise,Oonoonba,Division 10,2020-05-01,Townsville
Cat,Private Impound,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Private Impound,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Wandering,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Wandering,Oonoonba,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Attack,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Attack,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Attack,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Enclosure,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Noise,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Private Impound,Railway Estate,Division 10,2020-05-01,Townsville
Dog,Enclosure,Stuart,Division 10,2020-05-01,Townsville
Dog,Private Impound,Stuart,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Wulguru,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Wulguru,Division 10,2020-05-01,Townsville
Dog,Aggressive Animal,Wulguru,Division 10,2020-05-01,Townsville
Dog,Attack,Wulguru,Division 10,2020-05-01,Townsville
Dog,Attack,Wulguru,Division 10,2020-05-01,Townsville
Dog,Attack,Wulguru,Division 10,2020-05-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-05-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-05-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-05-01,Townsville
Dog,Enclosure,Wulguru,Division 10,2020-05-01,Townsville
Dog,Noise,Wulguru,Division 10,2020-05-01,Townsville
Cat,Private Impound,Wulguru,Division 10,2020-05-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-05-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-05-01,Townsville
Dog,Private Impound,Wulguru,Division 10,2020-05-01,Townsville
Dog,Wandering,Wulguru,Division 10,2020-05-01,Townsville
Dog,Wandering,Wulguru,Division 10,2020-05-01,Townsville
Dog,Attack,Black River,Division 2,2020-05-01,Townsville
Dog,Wandering,Black River,Division 2,2020-05-01,Townsville
Dog,Aggressive Animal,Burdell,Division 2,2020-05-01,Townsville
Dog,Attack,Burdell,Division 2,2020-05-01,Townsville
Dog,Attack,Burdell,Division 2,2020-05-01,Townsville
Dog,Noise,Burdell,Division 2,2020-05-01,Townsville
Dog,Noise,Burdell,Division 2,2020-05-01,Townsville
Dog,Noise,Burdell,Division 2,2020-05-01,Townsville
Dog,Noise,Burdell,Division 2,2020-05-01,Townsville
Dog,Private Impound,Burdell,Division 2,2020-05-01,Townsville
Dog,Private Impound,Burdell,Division 2,2020-05-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Aggressive Animal,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Attack,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Enclosure,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Noise,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Private Impound,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Wandering,Bushland Beach,Division 2,2020-05-01,Townsville
Dog,Aggressive Animal,Mount Low,Division 2,2020-05-01,Townsville
Dog,Aggressive Animal,Mount Low,Division 2,2020-05-01,Townsville
Dog,Attack,Mount Low,Division 2,2020-05-01,Townsville
Cat,Enclosure,Mount Low,Division 2,2020-05-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-05-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-05-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-05-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-05-01,Townsville
Dog,Noise,Mount Low,Division 2,2020-05-01,Townsville
Dog,Enclosure,Saunders Beach,Division 2,2020-05-01,Townsville
Dog,Attack,Arcadia,Division 3,2020-05-01,Townsville
Dog,Attack,Belgian Gardens,Division 3,2020-05-01,Townsville
Dog,Enclosure,Belgian Gardens,Division 3,2020-05-01,Townsville
Dog,Noise,Belgian Gardens,Division 3,2020-05-01,Townsville
Cat,Private Impound,Belgian Gardens,Division 3,2020-05-01,Townsville
Cat,Private Impound,Belgian Gardens,Division 3,2020-05-01,Townsville
Dog,Aggressive Animal,Bohle,Division 3,2020-05-01,Townsville
Dog,Enclosure,Bohle,Division 3,2020-05-01,Townsville
Cat,Private Impound,Bohle,Division 3,2020-05-01,Townsville
Dog,Aggressive Animal,Castle Hill,Division 3,2020-05-01,Townsville
Dog,Noise,Castle Hill,Division 3,2020-05-01,Townsville
Dog,Aggressive Animal,Garbutt,Division 3,2020-05-01,Townsville
Dog,Attack,Garbutt,Division 3,2020-05-01,Townsville
Dog,Attack,Garbutt,Division 3,2020-05-01,Townsville
Dog,Enclosure,Garbutt,Division 3,2020-05-01,Townsville
