animal_type,category,suburb,date_range,city,area
Dog,Unregistered,moorooka,2020-04-01,Brisbane,South Brisbane
Other Animal,Fox,clayfield,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,mount gravatt east,2020-04-01,Brisbane,South Brisbane
Dog,Odour,boondall,2020-04-01,Brisbane,North Brisbane
Cat,Trapping,macgregor,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,camp hill,2020-04-01,Brisbane,East Brisbane
Other Animal,Wild Dog,upper brookfield,2020-04-01,Brisbane,West Brisbane
Cat,Wandering,petrie terrace,2020-04-01,Brisbane,Central Brisbane
Dog,Unregistered,bracken ridge,2020-04-01,Brisbane,North Brisbane
Other Animal,Nuisance Animal,nudgee,2020-04-01,Brisbane,North Brisbane
Dog,Fencing Issues,bald hills,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,tarragindi,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,kangaroo point,2020-04-01,Brisbane,Central Brisbane
Dog,Too Many Animals,hemmant,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,sunnybank,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,bardon,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,hawthorne,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,balmoral,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,everton park,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,upper kedron,2020-04-01,Brisbane,West Brisbane
Cat,Wandering,the gap,2020-04-01,Brisbane,West Brisbane
Dog,Fencing Issues,manly,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,alderley,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,mount coot-tha,2020-04-01,Brisbane,West Brisbane
Cat,Wandering,wynnum west,2020-04-01,Brisbane,East Brisbane
Cat,Trapping,manly,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,carseldine,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,spring hill,2020-04-01,Brisbane,Central Brisbane
NA,Attack On An Animal,paddington,2020-04-01,Brisbane,Central Brisbane
Dog,Unregistered,durack,2020-04-01,Brisbane,South Brisbane
Dog,Odour,west end,2020-04-01,Brisbane,Central Brisbane
NA,Attack On An Animal,everton park,2020-04-01,Brisbane,North Brisbane
Other Animal,Deer,pullenvale,2020-04-01,Brisbane,West Brisbane
NA,Attack On An Animal,sandgate,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,sunnybank hills,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,east brisbane,2020-04-01,Brisbane,Central Brisbane
NA,Attack On An Animal,stretton,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,keperra,2020-04-01,Brisbane,North Brisbane
Other Animal,Fox,upper brookfield,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,nudgee,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,banyo,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,belmont,2020-04-01,Brisbane,East Brisbane
Dog,Too Many Animals,keperra,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,graceville,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,wynnum,2020-04-01,Brisbane,East Brisbane
Other Animal,Fox,seven hills,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,mitchelton,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,forest lake,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,teneriffe,2020-04-01,Brisbane,Central Brisbane
Dog,Fencing Issues,gaythorne,2020-04-01,Brisbane,North Brisbane
Other Animal,Nuisance Animal,richlands,2020-04-01,Brisbane,South Brisbane
Dog,Fencing Issues,highgate hill,2020-04-01,Brisbane,Central Brisbane
Other Animal,Wild Dog,mount coot-tha,2020-04-01,Brisbane,West Brisbane
NA,Attack On An Animal,aspley,2020-04-01,Brisbane,North Brisbane
Other Animal,Wild Dog,brookfield,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,west end,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,stafford heights,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,chermside,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,parkinson,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,carina,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,tingalpa,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
NA,Not An Attack,sunnybank hills,2020-04-01,Brisbane,South Brisbane
Other Animal,Wild Dog,upper brookfield,2020-04-01,Brisbane,West Brisbane
Dog,Too Many Animals,the gap,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,carina,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,chuwar,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,bracken ridge,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,NA,2020-04-01,Brisbane,NA
Dog,Unregistered,stafford heights,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,wynnum,2020-04-01,Brisbane,East Brisbane
Dog,Fencing Issues,keperra,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,nathan,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,newmarket,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,newmarket,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,fig tree pocket,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,mcdowall,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,toowong,2020-04-01,Brisbane,West Brisbane
Other Animal,Wild Dog,brookfield,2020-04-01,Brisbane,West Brisbane
NA,Not An Attack,riverhills,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,forest lake,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,darra,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,pallara,2020-04-01,Brisbane,South Brisbane
Other Animal,Fox,kenmore hills,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,taringa,2020-04-01,Brisbane,West Brisbane
Other Animal,Deer,pullenvale,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,moorooka,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,wynnum west,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,woolloongabba,2020-04-01,Brisbane,Central Brisbane
Other Animal,Fox,tarragindi,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,wishart,2020-04-01,Brisbane,South Brisbane
Dog,Fencing Issues,auchenflower,2020-04-01,Brisbane,West Brisbane
Dog,Fencing Issues,auchenflower,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,inala,2020-04-01,Brisbane,South Brisbane
Dog,Defecating In Public,stafford heights,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,sandgate,2020-04-01,Brisbane,North Brisbane
NA,Not An Attack,murarrie,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,karana downs,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,camp hill,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,camp hill,2020-04-01,Brisbane,East Brisbane
Cat,Wandering,bardon,2020-04-01,Brisbane,West Brisbane
NA,Attack On A Person,mcdowall,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,the gap,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,alderley,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,everton park,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,mitchelton,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,mitchelton,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,wynnum west,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,zillmere,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,NA,2020-04-01,Brisbane,NA
NA,Attack On A Person,the gap,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,darra,2020-04-01,Brisbane,South Brisbane
Other Animal,Fencing Issues,holland park,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,milton,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,highgate hill,2020-04-01,Brisbane,Central Brisbane
Dog,Fencing Issues,moorooka,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,petrie terrace,2020-04-01,Brisbane,Central Brisbane
Dog,Too Many Animals,ashgrove,2020-04-01,Brisbane,West Brisbane
NA,Attack On A Person,forest lake,2020-04-01,Brisbane,South Brisbane
Cat,Wandering,bowen hills,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,chapel hill,2020-04-01,Brisbane,West Brisbane
Cat,Wandering,nudgee,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,cannon hill,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,kuraby,2020-04-01,Brisbane,South Brisbane
Dog,Too Many Animals,hendra,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,belmont,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,coorparoo,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,sherwood,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Other Animal,Insufficient Space,macgregor,2020-04-01,Brisbane,South Brisbane
Dog,NA,sandgate,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,chermside west,2020-04-01,Brisbane,North Brisbane
Other Animal,Odour,kelvin grove,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,manly,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,nudgee beach,2020-04-01,Brisbane,North Brisbane
Cat,Wandering,wynnum,2020-04-01,Brisbane,East Brisbane
NA,Attack On A Person,enoggera,2020-04-01,Brisbane,Central Brisbane
Other Animal,Fox,gumdale,2020-04-01,Brisbane,East Brisbane
NA,Attack On A Person,kedron,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,indooroopilly,2020-04-01,Brisbane,West Brisbane
NA,Attack On An Animal,keperra,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,parkinson,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,ashgrove,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,alderley,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,northgate,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,mount gravatt,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,forest lake,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,carindale,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,alderley,2020-04-01,Brisbane,North Brisbane
Cat,Wandering,oxley,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,banyo,2020-04-01,Brisbane,North Brisbane
Dog,Fencing Issues,wynnum west,2020-04-01,Brisbane,East Brisbane
Cat,Trapping,forest lake,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,moorooka,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,wooloowin,2020-04-01,Brisbane,North Brisbane
Dog,Fencing Issues,carina heights,2020-04-01,Brisbane,East Brisbane
Other Animal,Fox,calamvale,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,corinda,2020-04-01,Brisbane,West Brisbane
Cat,Trapping,chermside,2020-04-01,Brisbane,North Brisbane
Other Animal,Fox,mount gravatt,2020-04-01,Brisbane,South Brisbane
Cat,Wandering,rocklea,2020-04-01,Brisbane,South Brisbane
Cat,Wandering,carina heights,2020-04-01,Brisbane,East Brisbane
Other Animal,Rabbit,south brisbane,2020-04-01,Brisbane,Central Brisbane
Dog,Defecating In Public,acacia ridge,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,alderley,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,ferny grove,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,forest lake,2020-04-01,Brisbane,South Brisbane
Other Animal,Fox,sumner,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,wynnum,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,keperra,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,inala,2020-04-01,Brisbane,South Brisbane
NA,Attack On A Person,taigum,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,bracken ridge,2020-04-01,Brisbane,North Brisbane
Cat,Wandering,riverhills,2020-04-01,Brisbane,West Brisbane
NA,NA,wooloowin,2020-04-01,Brisbane,North Brisbane
NA,NA,upper kedron,2020-04-01,Brisbane,West Brisbane
Cat,Trapping,seventeen mile rocks,2020-04-01,Brisbane,South Brisbane
NA,Menacing,darra,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,south brisbane,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,new farm,2020-04-01,Brisbane,Central Brisbane
NA,Attack On A Person,kenmore,2020-04-01,Brisbane,West Brisbane
NA,NA,toowong,2020-04-01,Brisbane,West Brisbane
Cat,Wandering,stafford heights,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,bulimba,2020-04-01,Brisbane,East Brisbane
Other Animal,Odour,woolloongabba,2020-04-01,Brisbane,Central Brisbane
NA,Attack On A Person,coorparoo,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,carseldine,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,chapel hill,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,chapel hill,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,chapel hill,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,stafford,2020-04-01,Brisbane,North Brisbane
Other Animal,Odour,moggill,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,everton park,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,chermside west,2020-04-01,Brisbane,North Brisbane
Dog,Fencing Issues,murarrie,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,zillmere,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,greenslopes,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,east brisbane,2020-04-01,Brisbane,Central Brisbane
NA,Attack On An Animal,tingalpa,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,new farm,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,greenslopes,2020-04-01,Brisbane,South Brisbane
Dog,Fencing Issues,highgate hill,2020-04-01,Brisbane,Central Brisbane
Dog,Fencing Issues,upper mount gravatt,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,chermside,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,stafford,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,bridgeman downs,2020-04-01,Brisbane,North Brisbane
Other Animal,Odour,deagon,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,tarragindi,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,kalinga,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,carindale,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,nudgee beach,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,spring hill,2020-04-01,Brisbane,Central Brisbane
Dog,Fencing Issues,kenmore hills,2020-04-01,Brisbane,West Brisbane
Cat,Wandering,ascot,2020-04-01,Brisbane,North Brisbane
Cat,Trapping,inala,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,hamilton,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,aspley,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,greenslopes,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,wakerley,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,ferny grove,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,indooroopilly,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,alderley,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,chelmer,2020-04-01,Brisbane,West Brisbane
NA,Menacing,forest lake,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,inala,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,windsor,2020-04-01,Brisbane,North Brisbane
Cat,Trapping,wishart,2020-04-01,Brisbane,South Brisbane
Cat,Wandering,bellbowrie,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,alderley,2020-04-01,Brisbane,North Brisbane
Cat,Trapping,inala,2020-04-01,Brisbane,South Brisbane
Cat,Wandering,kelvin grove,2020-04-01,Brisbane,Central Brisbane
Other Animal,Fox,calamvale,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,bracken ridge,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,carindale,2020-04-01,Brisbane,East Brisbane
NA,Attack On A Person,bracken ridge,2020-04-01,Brisbane,North Brisbane
Cat,Trapping,macgregor,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,eight mile plains,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,everton park,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,chermside west,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Other Animal,Insufficient Space,kedron,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,norman park,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,albion,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,kalinga,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,bardon,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,bardon,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,bardon,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,bowen hills,2020-04-01,Brisbane,Central Brisbane
NA,Attack On A Person,inala,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,ascot,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,mcdowall,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,kedron,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,chermside,2020-04-01,Brisbane,North Brisbane
NA,Menacing,jindalee,2020-04-01,Brisbane,West Brisbane
NA,NA,calamvale,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,brighton,2020-04-01,Brisbane,North Brisbane
Cat,Wandering,wynnum west,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,upper mount gravatt,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,chermside,2020-04-01,Brisbane,North Brisbane
Dog,Odour,algester,2020-04-01,Brisbane,South Brisbane
NA,Attack On A Person,stretton,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,hawthorne,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,kalinga,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,hamilton,2020-04-01,Brisbane,North Brisbane
Dog,Defecating In Public,nundah,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,carina,2020-04-01,Brisbane,East Brisbane
Dog,Odour,paddington,2020-04-01,Brisbane,Central Brisbane
Cat,Trapping,zillmere,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,tarragindi,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,seventeen mile rocks,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,nundah,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,oxley,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,hemmant,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,sumner,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,greenslopes,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,balmoral,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,wynnum,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,carina,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,taringa,2020-04-01,Brisbane,West Brisbane
NA,Menacing,durack,2020-04-01,Brisbane,South Brisbane
Other Animal,Fox,carindale,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,sunnybank hills,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,tingalpa,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,st lucia,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,keperra,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,bridgeman downs,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,algester,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,ferny grove,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,manly,2020-04-01,Brisbane,East Brisbane
NA,Attack On A Person,tarragindi,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,the gap,2020-04-01,Brisbane,West Brisbane
Dog,Fencing Issues,boondall,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,carina,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,carina,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,wynnum,2020-04-01,Brisbane,East Brisbane
Other Animal,Fox,tingalpa,2020-04-01,Brisbane,East Brisbane
Dog,Fencing Issues,tingalpa,2020-04-01,Brisbane,East Brisbane
NA,Attack On A Person,mount gravatt,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,zillmere,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,acacia ridge,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,hemmant,2020-04-01,Brisbane,East Brisbane
NA,Attack On An Animal,annerley,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,eight mile plains,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,ellen grove,2020-04-01,Brisbane,South Brisbane
NA,Not An Attack,hendra,2020-04-01,Brisbane,North Brisbane
Dog,Odour,mcdowall,2020-04-01,Brisbane,North Brisbane
NA,Menacing,murarrie,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,wynnum,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,bridgeman downs,2020-04-01,Brisbane,North Brisbane
Cat,Wandering,archerfield,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,alderley,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,wavell heights,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,inala,2020-04-01,Brisbane,South Brisbane
Other Animal,Nuisance Animal,ellen grove,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,windsor,2020-04-01,Brisbane,North Brisbane
Other Animal,Wild Dog,brookfield,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,chermside,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,inala,2020-04-01,Brisbane,South Brisbane
Dog,Fencing Issues,stafford heights,2020-04-01,Brisbane,North Brisbane
Other Animal,Rabbit,doolandella,2020-04-01,Brisbane,South Brisbane
Other Animal,Nuisance Animal,heathwood,2020-04-01,Brisbane,South Brisbane
Other Animal,Fox,ellen grove,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,virginia,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,lota,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,lota,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,zillmere,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,lutwyche,2020-04-01,Brisbane,North Brisbane
Dog,NA,annerley,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,bulimba,2020-04-01,Brisbane,East Brisbane
Dog,Wandering,brighton,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,hendra,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,sandgate,2020-04-01,Brisbane,North Brisbane
Cat,Wandering,parkinson,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,holland park west,2020-04-01,Brisbane,South Brisbane
Cat,NA,west end,2020-04-01,Brisbane,Central Brisbane
Dog,Unregistered,forest lake,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,wynnum,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,clayfield,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,ashgrove,2020-04-01,Brisbane,West Brisbane
Dog,Wandering,dutton park,2020-04-01,Brisbane,South Brisbane
Cat,Trapping,moorooka,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,keperra,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,hawthorne,2020-04-01,Brisbane,East Brisbane
Dog,Unregistered,sunnybank,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,mcdowall,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,hamilton,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,carseldine,2020-04-01,Brisbane,North Brisbane
Dog,Fencing Issues,tarragindi,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,wynnum,2020-04-01,Brisbane,East Brisbane
NA,Not An Attack,algester,2020-04-01,Brisbane,South Brisbane
Dog,Fencing Issues,highgate hill,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,chapel hill,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,bracken ridge,2020-04-01,Brisbane,North Brisbane
Other Animal,Fox,calamvale,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,coorparoo,2020-04-01,Brisbane,East Brisbane
Other Animal,Wild Dog,bald hills,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,yeronga,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,holland park west,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,fig tree pocket,2020-04-01,Brisbane,West Brisbane
Other Animal,Odour,kelvin grove,2020-04-01,Brisbane,Central Brisbane
NA,Not An Attack,brighton,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,west end,2020-04-01,Brisbane,Central Brisbane
Dog,Unregistered,inala,2020-04-01,Brisbane,South Brisbane
NA,Attack On A Person,chermside west,2020-04-01,Brisbane,North Brisbane
Other Animal,Fox,bald hills,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,hemmant,2020-04-01,Brisbane,East Brisbane
Other Animal,Nuisance Animal,inala,2020-04-01,Brisbane,South Brisbane
NA,Attack On An Animal,darra,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,manly,2020-04-01,Brisbane,East Brisbane
Dog,Too Many Animals,pullenvale,2020-04-01,Brisbane,West Brisbane
NA,Attack On An Animal,bald hills,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,sunnybank hills,2020-04-01,Brisbane,South Brisbane
Cat,Wandering,jindalee,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,camp hill,2020-04-01,Brisbane,East Brisbane
Cat,Trapping,rochedale,2020-04-01,Brisbane,South Brisbane
NA,Attack On A Person,geebung,2020-04-01,Brisbane,North Brisbane
Other Animal,Odour,woolloongabba,2020-04-01,Brisbane,Central Brisbane
Dog,Wandering,carina,2020-04-01,Brisbane,East Brisbane
Cat,Trapping,pullenvale,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,nundah,2020-04-01,Brisbane,North Brisbane
Other Animal,Unregistered,wavell heights,2020-04-01,Brisbane,North Brisbane
Dog,Fencing Issues,doolandella,2020-04-01,Brisbane,South Brisbane
Dog,Wandering,kalinga,2020-04-01,Brisbane,North Brisbane
Dog,Wandering,wooloowin,2020-04-01,Brisbane,North Brisbane
NA,Attack On A Person,wynnum west,2020-04-01,Brisbane,East Brisbane
Dog,Odour,norman park,2020-04-01,Brisbane,East Brisbane
Cat,Wandering,corinda,2020-04-01,Brisbane,West Brisbane
Dog,Unregistered,everton park,2020-04-01,Brisbane,North Brisbane
NA,Attack On An Animal,darra,2020-04-01,Brisbane,South Brisbane
Dog,Unregistered,alderley,2020-04-01,Brisbane,North Brisbane
Dog,Unregistered,alderley,2020-04-01,Brisbane,North Brisbane
Other Animal,Fox,drewvale,2020-04-01,Brisbane,South Brisbane
